Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,What's your name?,neutral,0.4794066548347473
2015-04-12,Season 5,Episode 1,The Wars to Come,olyvar,"Olyvar, my lady.",disgust,0.48124292492866516
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,"I'm afraid my brother is keeping the king waiting, Olyvar.",fear,0.9897450804710388
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Perhaps you might consider being a bit more discreet?,neutral,0.949840784072876
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Why? They all know about me anyway. Everybody knows everything about everyone. What's the point in trying to keep a secret in a place like this?,surprise,0.6781753301620483
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,In any event… you shouldn't keep your intended waiting.,neutral,0.8504214882850647
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,My intended? Please. Tywin's dead. That means no one can force Cersei to marry me.,sadness,0.4518912434577942
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Lucky you.,joy,0.7314333915710449
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Unlucky you.,joy,0.5876160264015198
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,You think I want that woman married to my brother?,surprise,0.486596018075943
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,"If she doesn't marry me, she doesn't go to Highgarden. Which means she stays in King's Landing. Which means you're trapped here with Cersei Lannister as your mother-by-law.",neutral,0.7525200247764587
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Perhaps.,neutral,0.8889056444168091
2015-04-12,Season 5,Episode 1,The Wars to Come,loras,Perhaps?,neutral,0.8629695177078247
2015-04-12,Season 5,Episode 1,The Wars to Come,margaery tyrell,Perhaps?,neutral,0.8629695177078247
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,"Eunuch, the spider, the master of whisperers.",disgust,0.9638795256614685
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"Imp, half-man.",neutral,0.7690003514289856
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,There are faster ways to kill yourself.,neutral,0.9260077476501465
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Not for a coward.,anger,0.5590505599975586
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"You are many things, my friend, but not a coward.",disgust,0.40019872784614563
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,You never told me why you set me free.,anger,0.5060362219810486
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Your brother asked me to.,anger,0.43324363231658936
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,You could have said no.,neutral,0.8668311834335327
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Refuse the Kingslayer? A dangerous proposition.,fear,0.8674825429916382
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,"Not as dangerous as releasing me. You risked your life, your position, everything. Why? You're not family, you owe me nothing.",anger,0.915777325630188
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,I didn't do it for you. I did it for the Seven Kingdoms.,neutral,0.5888545513153076
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,A drunken dwarf will never be the savior of the Seven Kingdoms.,disgust,0.9255709648132324
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,I don't believe in saviors. I believe men of talent have a role to play in the war to come.,neutral,0.8596696853637695
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,You're going to have to find another soldier. I'm done with Westeros and Westeros is done with me.,neutral,0.7490971088409424
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"You have many admirable qualities, self-pity is not one of them. Any fool with a bit of luck can find himself born into power. But earning it for yourself, that takes work.",neutral,0.7262558341026306
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,I'm not well-suited for work.,sadness,0.929487943649292
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"I think you are. You have your father's instinct for politics, and you have compassion.",neutral,0.867726743221283
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Compassion? Yes. I killed my lover with my bare hands. I shot my own father with a crossbow.,anger,0.8117910027503967
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,I never said you were perfect.,neutral,0.8977092504501343
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,What is it you want exactly?,neutral,0.8025290966033936
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,Peace. Prosperity. A land where the powerful do not prey on the powerless.,neutral,0.7299386262893677
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,"Where the castles are made of gingerbread and the moats are filled with blackberry wine. The powerful have always preyed on the powerless, that's how they became powerful in the first place.",neutral,0.7953176498413086
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"Perhaps. And perhaps we've grown so used to horror we assume there's no other way. If you sat on the Iron Throne, would you spread misery throughout the land?",fear,0.8945596814155579
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,I will never sit on the Iron Throne.,neutral,0.6337489485740662
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"No, you won't. But you could help another climb those steps and take that seat. The Seven Kingdoms need someone stronger than Tommen, but gentler than Stannis. A monarch who can intimidate the high lord and inspire the people. A ruler loved by millions with a powerful army and the right family name.",neutral,0.6727622151374817
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Good luck finding him.,neutral,0.918311357498169
2015-04-12,Season 5,Episode 1,The Wars to Come,varys,"Who said anything about him? You have a choice my friend. You can stay here at Ilyrio's palace and drink yourself to death, or you can ride with me to Mereen, meet Daenerys Targaryen, and decide if the world is worth fighting for.",neutral,0.6492970585823059
2015-04-12,Season 5,Episode 1,The Wars to Come,tyrion lannister,Can I drink myself to death on the road to Meereen?,fear,0.5567944049835205
2015-04-12,Season 5,Episode 1,The Wars to Come,daario naharis,When did the Unsullied start patrolling the streets of Meereen? Looks like your friends haven't been behaving themselves.,neutral,0.7550451755523682
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr zo loraq,"The mission to Yunkai was a resounding success. The Wise Masters of Yunkai have agreed to cede power to a council of elders, made up of both the freedmen and the former slaveholders. All matters of consequence will be brought to you for review.",neutral,0.6425443887710571
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Good.,neutral,0.4056416153907776
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,They did ask for some concessions.,neutral,0.8919052481651306
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Concessions?,surprise,0.7485783696174622
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,"Politics is the art of compromise, your grace.",neutral,0.9338032007217407
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I'm not a politician. I'm a queen.,neutral,0.8386180400848389
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,"Forgive me. You're right, of course. Still, it's easier to rule happy subjects than angry ones.",anger,0.8639742732048035
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,"I don't expect the Wise Masters to be happy. Slavery made them rich, I ended slavery.",neutral,0.8072065114974976
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,They do not ask for the return of slavery. They ask for the re-opening of the fighting pits.,neutral,0.8939414620399475
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,The fighting pits? Where slaves fought slaves to the death?,neutral,0.47935035824775696
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,"In the new world that you've brought to us, free men would fight free men.",neutral,0.849337100982666
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,The pitfighters that you liberated plead for this opportunity. Bring some here and ask them yourself.,neutral,0.9315021634101868
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,No fighting pits.,neutral,0.7715324759483337
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,Opening them would show the people of Yunkai and Meereen that you respect their traditions.,neutral,0.8924036026000977
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I do not respect the tradition of human cockfighting.,disgust,0.6981635093688965
2015-04-12,Season 5,Episode 1,The Wars to Come,hizdahr,If you--,anger,0.6211559176445007
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,How many times must I say no before you understand?,surprise,0.5131613612174988
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Whatever he wants from me he's not going to get it. If he really believes I'm going to reopen the fighting pits…,anger,0.3848380148410797
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,You should reopen the fighting pits.,anger,0.4356234073638916
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,What?,surprise,0.9222370982170105
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"My mother was a whore, I told you that. She liked to drink pear brandy. The older she got, the less she made selling her body, the more she wanted to drink. So one day when I was 12, she sold me to a slaver she fucked the night before.",disgust,0.9406080842018127
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Why?,surprise,0.9258126616477966
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"I was a bad child. I wasn't big, but I was quick. And I loved to fight. So they sold me to a man in Tolos who trained fighters for the pits. I had my first match when I was 16.",disgust,0.6110599637031555
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,"You were sold into slavery, forced to fight to the death for the amusement of the masters, and you're defending the fighting pits?",disgust,0.394012987613678
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"I'm only here because of those pits. I learned to fight like a Dothraki screamer, a Norvoshi priest, a Westerosi knight. Soon I was famous. 10,000 men and women screamed my name when I stepped into the pit. I made so much money for my master he set me free when I died. I joined the Second Sons, and then I met you.",neutral,0.3567676246166229
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,"You're the queen. Everyone's too afraid of you to speak truth. Everyone but me. You've made thousands of enemies all across the world. As soon as they see weakness, they'll attack. Show your strength here, now.",fear,0.8458276987075806
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,That's why I have the Unsullied patrolling the streets.,neutral,0.8067598938941956
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,Anyone with a chest full of gold can buy an army of Unsullied. You're not the Mother of Unsullied. You're the Mother of Dragons.,neutral,0.9364190697669983
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,I don't want another childo s bones dropped at my feet. No one's seen Drogon in weeks. For all I know he's flown halfway across the world. I can't control them anymore.,sadness,0.4272935092449188
2015-04-12,Season 5,Episode 1,The Wars to Come,daario,A dragon queen with no dragons is not a queen.,neutral,0.5779500007629395
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Viserion? Rhaegal?,neutral,0.6491931676864624
2015-04-12,Season 5,Episode 1,The Wars to Come,daenerys targaryen,Easy. Easy. Easy.,neutral,0.8741708993911743
2015-04-12,Season 5,Episode 1,The Wars to Come,mance,So here we are.,neutral,0.9207969903945923
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Here we are.,neutral,0.9301528930664062
2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"When we first met you were my prisoner. And now, for our last meeting…",neutral,0.7158747911453247
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,This doesn't have to be our last meeting.,neutral,0.8908640146255493
2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"No, but it will be.",neutral,0.6026402115821838
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,You know what Stannis wants?,neutral,0.7863454818725586
2015-04-12,Season 5,Episode 1,The Wars to Come,mance,He wants me to bend the knee. And he wants the free folk to fight for him. I'll give him this much,neutral,0.7490233778953552
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,Shouldn't a king be bold?,anger,0.5238249897956848
2015-04-12,Season 5,Episode 1,The Wars to Come,mance,"Oh, aye. I respect him. If he gets what he wants, I expect he'll be a better ruler than the fools sitting on the Iron Throne the last hundred years. But I'll never serve him.",neutral,0.5813910365104675
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,You told me you weren't here to conquer. You told me your people have bled enough.,neutral,0.9315310716629028
2015-04-12,Season 5,Episode 1,The Wars to Come,mance,That's right. But I don't want them bleeding for Stannis Baratheon either.,neutral,0.4030294418334961
2015-04-12,Season 5,Episode 1,The Wars to Come,jon snow,"You spent your life convincing 90 clans to come together for the first time in history. Thenns and Hornfoots, the ice-river clans, even the giants. A life's work uniting them. You didn't do it for power. You didn't do it for glory. You brought them together to save them because none of them will survive the winter, not if they're north of the wall. Isn't their survival more important than your pride?",neutral,0.6646468043327332
